repo,user_id,year,office,organization_role
synthetic_repo_029,synthetic_user_0650,2020,NERSC Directors Reserve,POSTDOC
synthetic_repo_029,synthetic_user_0668,2020,NERSC Directors Reserve,UNDRGRAD
synthetic_repo_029,synthetic_user_0729,2020,NERSC Directors Reserve,UNDRGRAD
synthetic_repo_029,synthetic_user_0763,2020,NERSC Directors Reserve,POSTDOC
synthetic_repo_029,synthetic_user_0768,2020,NERSC Directors Reserve,POSTDOC
synthetic_repo_029,synthetic_user_0803,2020,NERSC Directors Reserve,SCIENTST
synthetic_repo_029,synthetic_user_0826,2020,NERSC Directors Reserve,POSTDOC
synthetic_repo_029,synthetic_user_0841,2020,NERSC Directors Reserve,SCIENTST
synthetic_repo_029,synthetic_user_0865,2020,NERSC Directors Reserve,PROSTAFF
synthetic_repo_029,synthetic_user_0882,2020,NERSC Directors Reserve,PROSTAFF
synthetic_repo_029,synthetic_user_0885,2020,NERSC Directors Reserve,FACULTY
synthetic_repo_029,synthetic_user_0942,2020,NERSC Directors Reserve,POSTDOC
synthetic_repo_029,synthetic_user_0944,2020,NERSC Directors Reserve,PROSTAFF
synthetic_repo_029,synthetic_user_0950,2020,NERSC Directors Reserve,POSTDOC
synthetic_repo_029,synthetic_user_1021,2020,NERSC Directors Reserve,FACULTY
synthetic_repo_029,synthetic_user_1069,2020,NERSC Directors Reserve,UNDRGRAD
synthetic_repo_029,synthetic_user_1070,2020,NERSC Directors Reserve,SCIENTST
synthetic_repo_029,synthetic_user_1078,2020,NERSC Directors Reserve,OTHER
synthetic_repo_029,synthetic_user_1106,2020,NERSC Directors Reserve,FACULTY
synthetic_repo_029,synthetic_user_1155,2020,NERSC Directors Reserve,PROSTAFF
synthetic_repo_031,synthetic_user_0044,2020,Biological and Environmental Research,FACULTY
synthetic_repo_031,synthetic_user_0062,2020,Biological and Environmental Research,UNDRGRAD
synthetic_repo_031,synthetic_user_0674,2020,Biological and Environmental Research,SCIENTST
synthetic_repo_031,synthetic_user_0799,2020,Biological and Environmental Research,PROSTAFF
synthetic_repo_034,synthetic_user_0085,2020,Biological and Environmental Research,GRADUATE
synthetic_repo_034,synthetic_user_0101,2020,Biological and Environmental Research,PROSTAFF
synthetic_repo_034,synthetic_user_0243,2020,Biological and Environmental Research,POSTDOC
synthetic_repo_034,synthetic_user_0378,2020,Biological and Environmental Research,POSTDOC
synthetic_repo_034,synthetic_user_0623,2020,Biological and Environmental Research,POSTDOC
synthetic_repo_034,synthetic_user_0765,2020,Biological and Environmental Research,POSTDOC
synthetic_repo_034,synthetic_user_0808,2020,Biological and Environmental Research,POSTDOC
synthetic_repo_034,synthetic_user_0812,2020,Biological and Environmental Research,SCIENTST
synthetic_repo_034,synthetic_user_0825,2020,Biological and Environmental Research,PROSTAFF
synthetic_repo_034,synthetic_user_1113,2020,Biological and Environmental Research,SCIENTST
synthetic_repo_035,synthetic_user_0036,2020,Biological and Environmental Research,POSTDOC
synthetic_repo_035,synthetic_user_0085,2020,Biological and Environmental Research,GRADUATE
synthetic_repo_035,synthetic_user_0184,2020,Biological and Environmental Research,PROSTAFF
synthetic_repo_035,synthetic_user_0223,2020,Biological and Environmental Research,GRADUATE
synthetic_repo_035,synthetic_user_0243,2020,Biological and Environmental Research,POSTDOC
synthetic_repo_035,synthetic_user_0556,2020,Biological and Environmental Research,POSTDOC
synthetic_repo_035,synthetic_user_0700,2020,Biological and Environmental Research,PROSTAFF
synthetic_repo_035,synthetic_user_0716,2020,Biological and Environmental Research,PROSTAFF
synthetic_repo_035,synthetic_user_0757,2020,Biological and Environmental Research,SCIENTST
synthetic_repo_035,synthetic_user_0848,2020,Biological and Environmental Research,UNDRGRAD
synthetic_repo_035,synthetic_user_0901,2020,Biological and Environmental Research,GRADUATE
synthetic_repo_035,synthetic_user_0931,2020,Biological and Environmental Research,FACULTY
synthetic_repo_036,synthetic_user_0012,2020,Biological and Environmental Research,GRADUATE
synthetic_repo_036,synthetic_user_0092,2020,Biological and Environmental Research,NONE
synthetic_repo_036,synthetic_user_0094,2020,Biological and Environmental Research,GRADUATE
synthetic_repo_036,synthetic_user_0156,2020,Biological and Environmental Research,PROSTAFF
synthetic_repo_036,synthetic_user_0184,2020,Biological and Environmental Research,PROSTAFF
synthetic_repo_036,synthetic_user_0195,2020,Biological and Environmental Research,POSTDOC
synthetic_repo_036,synthetic_user_0300,2020,Biological and Environmental Research,GRADUATE
synthetic_repo_036,synthetic_user_0310,2020,Biological and Environmental Research,GRADUATE
synthetic_repo_036,synthetic_user_0378,2020,Biological and Environmental Research,POSTDOC
synthetic_repo_036,synthetic_user_0623,2020,Biological and Environmental Research,POSTDOC
synthetic_repo_036,synthetic_user_0765,2020,Biological and Environmental Research,POSTDOC
synthetic_repo_036,synthetic_user_0848,2020,Biological and Environmental Research,UNDRGRAD
synthetic_repo_036,synthetic_user_0901,2020,Biological and Environmental Research,GRADUATE
synthetic_repo_036,synthetic_user_0910,2020,Biological and Environmental Research,PROSTAFF
synthetic_repo_036,synthetic_user_0931,2020,Biological and Environmental Research,FACULTY
synthetic_repo_036,synthetic_user_1113,2020,Biological and Environmental Research,SCIENTST
synthetic_repo_039,synthetic_user_0036,2020,Biological and Environmental Research,POSTDOC
synthetic_repo_039,synthetic_user_0062,2020,Biological and Environmental Research,UNDRGRAD
synthetic_repo_039,synthetic_user_0089,2020,Biological and Environmental Research,POSTDOC
synthetic_repo_039,synthetic_user_0094,2020,Biological and Environmental Research,GRADUATE
synthetic_repo_039,synthetic_user_0099,2020,Biological and Environmental Research,GRADUATE
synthetic_repo_039,synthetic_user_0105,2020,Biological and Environmental Research,PROSTAFF
synthetic_repo_039,synthetic_user_0110,2020,Biological and Environmental Research,UNDRGRAD
synthetic_repo_039,synthetic_user_0173,2020,Biological and Environmental Research,PROSTAFF
synthetic_repo_039,synthetic_user_0223,2020,Biological and Environmental Research,GRADUATE
synthetic_repo_039,synthetic_user_0243,2020,Biological and Environmental Research,POSTDOC
synthetic_repo_039,synthetic_user_0310,2020,Biological and Environmental Research,GRADUATE
synthetic_repo_039,synthetic_user_0378,2020,Biological and Environmental Research,POSTDOC
synthetic_repo_039,synthetic_user_0476,2020,Biological and Environmental Research,GRADUATE
synthetic_repo_039,synthetic_user_0674,2020,Biological and Environmental Research,SCIENTST
synthetic_repo_039,synthetic_user_0700,2020,Biological and Environmental Research,PROSTAFF
synthetic_repo_039,synthetic_user_0799,2020,Biological and Environmental Research,PROSTAFF
synthetic_repo_039,synthetic_user_0848,2020,Biological and Environmental Research,UNDRGRAD
synthetic_repo_039,synthetic_user_0871,2020,Biological and Environmental Research,FACULTY
synthetic_repo_039,synthetic_user_0893,2020,Biological and Environmental Research,GRADUATE
synthetic_repo_039,synthetic_user_0901,2020,Biological and Environmental Research,GRADUATE
synthetic_repo_039,synthetic_user_0910,2020,Biological and Environmental Research,PROSTAFF
synthetic_repo_039,synthetic_user_0911,2020,Biological and Environmental Research,SCIENTST
synthetic_repo_039,synthetic_user_0923,2020,Biological and Environmental Research,FACULTY
synthetic_repo_039,synthetic_user_0931,2020,Biological and Environmental Research,FACULTY
synthetic_repo_039,synthetic_user_0956,2020,Biological and Environmental Research,PROSTAFF
synthetic_repo_039,synthetic_user_0987,2020,Biological and Environmental Research,GRADUATE
synthetic_repo_039,synthetic_user_1113,2020,Biological and Environmental Research,SCIENTST
synthetic_repo_039,synthetic_user_1164,2020,Biological and Environmental Research,SCIENTST
synthetic_repo_041,synthetic_user_0240,2020,Advanced Scientific Computing Research,SCIENTST
synthetic_repo_041,synthetic_user_0297,2020,Advanced Scientific Computing Research,GRADUATE
synthetic_repo_041,synthetic_user_0486,2020,Advanced Scientific Computing Research,FACULTY
synthetic_repo_041,synthetic_user_0625,2020,Advanced Scientific Computing Research,UNDRGRAD
synthetic_repo_041,synthetic_user_0645,2020,Advanced Scientific Computing Research,GRADUATE
synthetic_repo_044,synthetic_user_0007,2020,Advanced Scientific Computing Research,SCIENTST
synthetic_repo_044,synthetic_user_0076,2020,Advanced Scientific Computing Research,GRADUATE
synthetic_repo_044,synthetic_user_0102,2020,Advanced Scientific Computing Research,FACULTY
synthetic_repo_044,synthetic_user_0197,2020,Advanced Scientific Computing Research,SCIENTST
synthetic_repo_044,synthetic_user_0238,2020,Advanced Scientific Computing Research,FACULTY
synthetic_repo_044,synthetic_user_0286,2020,Advanced Scientific Computing Research,FACULTY
synthetic_repo_044,synthetic_user_0288,2020,Advanced Scientific Computing Research,POSTDOC
synthetic_repo_044,synthetic_user_0680,2020,Advanced Scientific Computing Research,GRADUATE
synthetic_repo_044,synthetic_user_0694,2020,Advanced Scientific Computing Research,GRADUATE
synthetic_repo_044,synthetic_user_0821,2020,Advanced Scientific Computing Research,POSTDOC
synthetic_repo_045,synthetic_user_0008,2020,Advanced Scientific Computing Research,SCIENTST
synthetic_repo_045,synthetic_user_0057,2020,Advanced Scientific Computing Research,POSTDOC
synthetic_repo_045,synthetic_user_0240,2020,Advanced Scientific Computing Research,SCIENTST
synthetic_repo_045,synthetic_user_0288,2020,Advanced Scientific Computing Research,POSTDOC
synthetic_repo_045,synthetic_user_0376,2020,Advanced Scientific Computing Research,SCIENTST
synthetic_repo_045,synthetic_user_0402,2020,Advanced Scientific Computing Research,GRADUATE
synthetic_repo_045,synthetic_user_0680,2020,Advanced Scientific Computing Research,GRADUATE
synthetic_repo_045,synthetic_user_0708,2020,Advanced Scientific Computing Research,POSTDOC
synthetic_repo_045,synthetic_user_0766,2020,Advanced Scientific Computing Research,OTHER
synthetic_repo_045,synthetic_user_0918,2020,Advanced Scientific Computing Research,POSTDOC
synthetic_repo_045,synthetic_user_0930,2020,Advanced Scientific Computing Research,POSTDOC
synthetic_repo_045,synthetic_user_1104,2020,Advanced Scientific Computing Research,SCIENTST
synthetic_repo_045,synthetic_user_1185,2020,Advanced Scientific Computing Research,FACULTY
synthetic_repo_046,synthetic_user_0115,2020,Advanced Scientific Computing Research,GRADUATE
synthetic_repo_046,synthetic_user_0245,2020,Advanced Scientific Computing Research,POSTDOC
synthetic_repo_046,synthetic_user_0262,2020,Advanced Scientific Computing Research,PROSTAFF
synthetic_repo_046,synthetic_user_0288,2020,Advanced Scientific Computing Research,POSTDOC
synthetic_repo_046,synthetic_user_0306,2020,Advanced Scientific Computing Research,SCIENTST
synthetic_repo_046,synthetic_user_0338,2020,Advanced Scientific Computing Research,UNDRGRAD
synthetic_repo_046,synthetic_user_0402,2020,Advanced Scientific Computing Research,GRADUATE
synthetic_repo_046,synthetic_user_0415,2020,Advanced Scientific Computing Research,GRADUATE
synthetic_repo_046,synthetic_user_0504,2020,Advanced Scientific Computing Research,SCIENTST
synthetic_repo_046,synthetic_user_0645,2020,Advanced Scientific Computing Research,GRADUATE
synthetic_repo_046,synthetic_user_0662,2020,Advanced Scientific Computing Research,UNDRGRAD
synthetic_repo_046,synthetic_user_0680,2020,Advanced Scientific Computing Research,GRADUATE
synthetic_repo_046,synthetic_user_0708,2020,Advanced Scientific Computing Research,POSTDOC
synthetic_repo_046,synthetic_user_0755,2020,Advanced Scientific Computing Research,GRADUATE
synthetic_repo_046,synthetic_user_0778,2020,Advanced Scientific Computing Research,POSTDOC
synthetic_repo_046,synthetic_user_0886,2020,Advanced Scientific Computing Research,SCIENTST
synthetic_repo_046,synthetic_user_0979,2020,Advanced Scientific Computing Research,GRADUATE
synthetic_repo_046,synthetic_user_1126,2020,Advanced Scientific Computing Research,POSTDOC
synthetic_repo_049,synthetic_user_0006,2020,Advanced Scientific Computing Research,GRADUATE
synthetic_repo_049,synthetic_user_0057,2020,Advanced Scientific Computing Research,POSTDOC
synthetic_repo_049,synthetic_user_0096,2020,Advanced Scientific Computing Research,SCIENTST
synthetic_repo_049,synthetic_user_0098,2020,Advanced Scientific Computing Research,SCIENTST
synthetic_repo_049,synthetic_user_0102,2020,Advanced Scientific Computing Research,FACULTY
synthetic_repo_049,synthetic_user_0150,2020,Advanced Scientific Computing Research,GRADUATE
synthetic_repo_049,synthetic_user_0197,2020,Advanced Scientific Computing Research,SCIENTST
synthetic_repo_049,synthetic_user_0201,2020,Advanced Scientific Computing Research,POSTDOC
synthetic_repo_049,synthetic_user_0221,2020,Advanced Scientific Computing Research,GRADUATE
synthetic_repo_049,synthetic_user_0239,2020,Advanced Scientific Computing Research,FACULTY
synthetic_repo_049,synthetic_user_0240,2020,Advanced Scientific Computing Research,SCIENTST
synthetic_repo_049,synthetic_user_0241,2020,Advanced Scientific Computing Research,GRADUATE
synthetic_repo_049,synthetic_user_0245,2020,Advanced Scientific Computing Research,POSTDOC
synthetic_repo_049,synthetic_user_0276,2020,Advanced Scientific Computing Research,UNDRGRAD
synthetic_repo_049,synthetic_user_0306,2020,Advanced Scientific Computing Research,SCIENTST
synthetic_repo_049,synthetic_user_0336,2020,Advanced Scientific Computing Research,POSTDOC
synthetic_repo_049,synthetic_user_0350,2020,Advanced Scientific Computing Research,FACULTY
synthetic_repo_049,synthetic_user_0370,2020,Advanced Scientific Computing Research,FACULTY
synthetic_repo_049,synthetic_user_0402,2020,Advanced Scientific Computing Research,GRADUATE
synthetic_repo_049,synthetic_user_0553,2020,Advanced Scientific Computing Research,POSTDOC
synthetic_repo_049,synthetic_user_0624,2020,Advanced Scientific Computing Research,SCIENTST
synthetic_repo_049,synthetic_user_0625,2020,Advanced Scientific Computing Research,UNDRGRAD
synthetic_repo_049,synthetic_user_0680,2020,Advanced Scientific Computing Research,GRADUATE
synthetic_repo_049,synthetic_user_0694,2020,Advanced Scientific Computing Research,GRADUATE
synthetic_repo_049,synthetic_user_0701,2020,Advanced Scientific Computing Research,GRADUATE
synthetic_repo_049,synthetic_user_0739,2020,Advanced Scientific Computing Research,NONE
synthetic_repo_049,synthetic_user_0766,2020,Advanced Scientific Computing Research,OTHER
synthetic_repo_049,synthetic_user_0778,2020,Advanced Scientific Computing Research,POSTDOC
synthetic_repo_049,synthetic_user_0821,2020,Advanced Scientific Computing Research,POSTDOC
synthetic_repo_049,synthetic_user_0880,2020,Advanced Scientific Computing Research,GRADUATE
synthetic_repo_049,synthetic_user_0886,2020,Advanced Scientific Computing Research,SCIENTST
synthetic_repo_049,synthetic_user_0894,2020,Advanced Scientific Computing Research,POSTDOC
synthetic_repo_049,synthetic_user_0979,2020,Advanced Scientific Computing Research,GRADUATE
synthetic_repo_049,synthetic_user_1042,2020,Advanced Scientific Computing Research,SCIENTST
synthetic_repo_049,synthetic_user_1104,2020,Advanced Scientific Computing Research,SCIENTST
synthetic_repo_049,synthetic_user_1125,2020,Advanced Scientific Computing Research,SCIENTST
synthetic_repo_051,synthetic_user_0341,2020,Fusion Energy Sciences,PROSTAFF
synthetic_repo_051,synthetic_user_0542,2020,Fusion Energy Sciences,SCIENTST
synthetic_repo_051,synthetic_user_0543,2020,Fusion Energy Sciences,SCIENTST
synthetic_repo_051,synthetic_user_0572,2020,Fusion Energy Sciences,GRADUATE
synthetic_repo_051,synthetic_user_0628,2020,Fusion Energy Sciences,OTHER
synthetic_repo_051,synthetic_user_1014,2020,Fusion Energy Sciences,SCIENTST
synthetic_repo_054,synthetic_user_0164,2020,Fusion Energy Sciences,NONE
synthetic_repo_054,synthetic_user_0202,2020,Fusion Energy Sciences,POSTDOC
synthetic_repo_054,synthetic_user_0302,2020,Fusion Energy Sciences,OTHER
synthetic_repo_054,synthetic_user_0552,2020,Fusion Energy Sciences,UNDRGRAD
synthetic_repo_054,synthetic_user_0566,2020,Fusion Energy Sciences,UNDRGRAD
synthetic_repo_054,synthetic_user_0579,2020,Fusion Energy Sciences,UNDRGRAD
synthetic_repo_054,synthetic_user_0632,2020,Fusion Energy Sciences,PROSTAFF
synthetic_repo_054,synthetic_user_0639,2020,Fusion Energy Sciences,GRADUATE
synthetic_repo_054,synthetic_user_0698,2020,Fusion Energy Sciences,SCIENTST
synthetic_repo_054,synthetic_user_1037,2020,Fusion Energy Sciences,GRADUATE
synthetic_repo_054,synthetic_user_1065,2020,Fusion Energy Sciences,FACULTY
synthetic_repo_054,synthetic_user_1175,2020,Fusion Energy Sciences,GRADUATE
synthetic_repo_055,synthetic_user_0129,2020,Fusion Energy Sciences,SCIENTST
synthetic_repo_055,synthetic_user_0164,2020,Fusion Energy Sciences,NONE
synthetic_repo_055,synthetic_user_0249,2020,Fusion Energy Sciences,PROSTAFF
synthetic_repo_055,synthetic_user_0639,2020,Fusion Energy Sciences,GRADUATE
synthetic_repo_055,synthetic_user_0750,2020,Fusion Energy Sciences,SCIENTST
synthetic_repo_055,synthetic_user_0819,2020,Fusion Energy Sciences,FACULTY
synthetic_repo_055,synthetic_user_0869,2020,Fusion Energy Sciences,GRADUATE
synthetic_repo_055,synthetic_user_1037,2020,Fusion Energy Sciences,GRADUATE
synthetic_repo_055,synthetic_user_1080,2020,Fusion Energy Sciences,FACULTY
synthetic_repo_055,synthetic_user_1152,2020,Fusion Energy Sciences,GRADUATE
synthetic_repo_055,synthetic_user_1157,2020,Fusion Energy Sciences,GRADUATE
synthetic_repo_055,synthetic_user_1162,2020,Fusion Energy Sciences,SCIENTST
synthetic_repo_056,synthetic_user_0165,2020,Fusion Energy Sciences,GRADUATE
synthetic_repo_056,synthetic_user_0227,2020,Fusion Energy Sciences,NONE
synthetic_repo_056,synthetic_user_0295,2020,Fusion Energy Sciences,GRADUATE
synthetic_repo_056,synthetic_user_0411,2020,Fusion Energy Sciences,GRADUATE
synthetic_repo_056,synthetic_user_0552,2020,Fusion Energy Sciences,UNDRGRAD
synthetic_repo_056,synthetic_user_0586,2020,Fusion Energy Sciences,FACULTY
synthetic_repo_056,synthetic_user_0630,2020,Fusion Energy Sciences,SCIENTST
synthetic_repo_056,synthetic_user_0664,2020,Fusion Energy Sciences,FACULTY
synthetic_repo_056,synthetic_user_0819,2020,Fusion Energy Sciences,FACULTY
synthetic_repo_056,synthetic_user_0853,2020,Fusion Energy Sciences,NONE
synthetic_repo_056,synthetic_user_0869,2020,Fusion Energy Sciences,GRADUATE
synthetic_repo_056,synthetic_user_0969,2020,Fusion Energy Sciences,POSTDOC
synthetic_repo_056,synthetic_user_1014,2020,Fusion Energy Sciences,SCIENTST
synthetic_repo_056,synthetic_user_1037,2020,Fusion Energy Sciences,GRADUATE
synthetic_repo_056,synthetic_user_1080,2020,Fusion Energy Sciences,FACULTY
synthetic_repo_056,synthetic_user_1157,2020,Fusion Energy Sciences,GRADUATE
